Client,Targetting,Radius,Exclude
Topline (New York),"Orange County, New York, United States",,
Topline (New York),"Orleans County, New York, United States",,
Topline (New York),"Oswego County, New York, United States",,
Topline (New York),"Schuyler County, New York, United States",,
Topline (New York),"Seneca County, New York, United States",,
Topline (New York),"Steuben County, New York, United States",,
Topline (New York),"Sullivan County, New York, United States",,
Topline (New York),"Tioga County, New York, United States",,
Topline (New York),"Tompkins County, New York, United States",,
Topline (New York),"Ulster County, New York, United States",,
Topline (New York),"Wayne County, New York, United States",,
Topline (New York),"Wyoming County, New York, United States",,
Topline (New York),"Yates County, New York, United States",,
Excel Air,"77354, Texas, United States",,
Excel Air,"77075, Texas, United States",,
Excel Air,"77382, Texas, United States",,
Excel Air,"77471, Texas, United States",,
Excel Air,"77506, Texas, United States",,
Excel Air,"77502, Texas, United States",,
Excel Air,"77547, Texas, United States",,
Excel Air,"77581, Texas, United States",,
Excel Air,"Houston, TX 77041",25mi,
Degree Residential,"Doaktown, New Brunswick, Canada",,
Degree Residential,"E9A, New Brunswick, Canada",,
Degree Residential,"E9B, New Brunswick, Canada",,
Degree Residential,"E9C, New Brunswick, Canada",,
Degree Residential,"E9E, New Brunswick, Canada",,
Degree Residential,"E9G, New Brunswick, Canada",,
Degree Residential,"E9H, New Brunswick, Canada",,
Degree Residential,"Lower Saint Marys, NB E3A 8P8, Canada",80mi,
Degree Residential,"Maine, United States",,EXCLUDE
Degree Residential,"Nova Scotia, Canada",,EXCLUDE
Degree Residential,United States,,EXCLUDE
Trust1,"Boston, MA",,
Trust1,"Dover, MA",,
Trust1,"Allston, MA",,
Trust1,"Abington, MA",,
Trust1,"Avon, MA",,
Trust1,"Back Bay, MA",,
Trust1,"Braintree, MA",,
Trust1,"Bridgewater, MA",,
Trust1,"Brighton, MA",,
Trust1,"Brookline, MA",,
Trust1,"Cambridge, MA",,
Trust1,"Canton, MA",,
Trust1,"Charlestown, MA",,
Trust1,"Cohasset, MA",,
Trust1,"Quincy, MA",,
Trust1,"Dedham, MA",,
Trust1,"Dorchester, MA",,
Trust1,"Duxbury, MA",,
Trust1,"Easton, MA",,
Trust1,"Foxborough, MA",,
Trust1,"Hanover, MA",,
Trust1,"Hanson, MA",,
Trust1,"Hingham, MA",,
Trust1,"Holbrook, MA",,
Trust1,"Hull, MA",,
Trust1,"Hyde Park, MA",,
Trust1,"Jamaica Plain, MA",,
Trust1,"Marshfield, MA",,
Trust1,"Mattapan, MA",,
Trust1,"Medfield, MA",,
Trust1,"Milton, MA",,
Trust1,"Natick, MA",,
Trust1,"Newton, MA",,
Trust1,"Norwell, MA",,
Trust1,"Norwood, MA",,
Trust1,"Pembroke, MA",,
Trust1,"Quincy, MA",,
Trust1,"Randolph, MA",,
Trust1,"Rockland, MA",,
Trust1,"Roslindale, MA",,
Trust1,"Roxbury, MA",,
Trust1,"Scituate, MA",,
Trust1,"Sharon, MA",,
Trust1,"South Boston, MA",,
Trust1,"South End, MA",,
Trust1,"Stoughton, MA",,
Trust1,"Walpole, MA",,
Trust1,"Wellesley, MA",,
Trust1,"West Roxbury, MA",,
Trust1,"Westwood, MA",,
Trust1,"Weymouth, MA",,
Trust1,"Whitman, MA",,
